TimeInterval,Time,WeekDay,HoliDay,GantryFrom,GantryTo,VehicleType,SpaceMeanSpeed,交通量,Rains
2024/05/26,19:35,0,1,01F0578S,01F0633S,41,72,2,
2024/05/26,19:35,0,1,01F0578S,01F0633S,42,90,1,
2024/05/26,19:35,0,1,01F0578S,01F0633S,5,75,6,
2024/05/26,19:35,0,1,01F0633S,01F0664S,31,93,187,
2024/05/26,19:35,0,1,01F0633S,01F0664S,32,88,30,
2024/05/26,19:35,0,1,01F0633S,01F0664S,41,77,2,
2024/05/26,19:35,0,1,01F0633S,01F0664S,42,75,2,
2024/05/26,19:35,0,1,01F0633S,01F0664S,5,84,2,
2024/05/26,19:35,0,1,01F0633N,01H0579N,31,82,54,
2024/05/26,19:35,0,1,01F0633N,01H0579N,32,81,8,
2024/05/26,19:35,0,1,01F0633N,01H0579N,41,0,0,
2024/05/26,19:35,0,1,01F0633N,01H0579N,42,0,0,
2024/05/26,19:35,0,1,01F0633N,01H0579N,5,0,0,
2024/05/26,19:35,0,1,01F0578S,01H0610S,31,82,62,
2024/05/26,19:35,0,1,01F0578S,01H0610S,32,90,5,
2024/05/26,19:35,0,1,01F0578S,01H0610S,41,0,0,
2024/05/26,19:35,0,1,01F0578S,01H0610S,42,0,0,
2024/05/26,19:35,0,1,01F0578S,01H0610S,5,0,0,
2024/05/26,19:40,0,1,01F0584N,01F0557N,31,90,201,
2024/05/26,19:40,0,1,01F0584N,01F0557N,32,90,37,
2024/05/26,19:40,0,1,01F0584N,01F0557N,41,88,8,
2024/05/26,19:40,0,1,01F0584N,01F0557N,42,82,5,
2024/05/26,19:40,0,1,01F0584N,01F0557N,5,68,1,
2024/05/26,19:40,0,1,01F0633N,01F0584N,31,86,157,
2024/05/26,19:40,0,1,01F0633N,01F0584N,32,86,37,
2024/05/26,19:40,0,1,01F0633N,01F0584N,41,86,3,
2024/05/26,19:40,0,1,01F0633N,01F0584N,42,82,7,
2024/05/26,19:40,0,1,01F0633N,01F0584N,5,84,2,
